🏆欧洲杯赛事🏆,#genre#
Fussball.TV1 4K,http://live.9528.eu.org/live.dmtn.com:8080/live/592881.m3u8?token=ed2ca82bc3bbcf7807c2cd42eb5c522c
欧洲杯原声: Fussball TV 1 FHD,http://extraott.com/7921751389/6097373662/26463
欧洲杯原声: Fussball.TV 1 HD,http://clientbox.tv:80/dS9UVq4chH87174/uPuCyuP0Xn/344904
欧洲杯原声: Fussball.TV 2 HD,http://clientbox.tv:80/dS9UVq4chH87174/uPuCyuP0Xn/344903
欧洲杯原声: Fussball.TV 3 HD,http://clientbox.tv:80/dS9UVq4chH87174/uPuCyuP0Xn/344902
罗马尼亚 4K,http://doubleclicktv.live/70376812/52663544/325451
beIN体育 4K,http://doubleclicktv.live/70376812/52663544/325450
美国VIX+,http://doubleclicktv.live/70376812/52663544/250784
波兰TVP 1 HD,http://doubleclicktv.live/70376812/52663544/325457
beIN体育 HD,http://doubleclicktv.live/70376812/52663544/325455
🦄湾湾频道「线路2」,#genre#
民视,rtmp://f13h.mine.nu/sat/tv051
台视,rtmp://f13h.mine.nu/sat/tv071
中视,rtmp://f13h.mine.nu/sat/tv091
华视,rtmp://f13h.mine.nu/sat/tv111
公视,http://194.87.101.118/live.m3u8?c=8
非凡新闻,rtmp://f13h.mine.nu/sat/tv581
东森超视,rtmp://f13h.mine.nu/sat/tv331
纬来体育,rtmp://f13h.mine.nu/sat/tv721
纬来育乐,rtmp://f13h.mine.nu/sat/tv701
纬来日本,rtmp://f13h.mine.nu/sat/tv771
DAZN体育-1,rtmp://f13h.mine.nu/sat/tv731
DAZN体育-2,rtmp://f13h.mine.nu/sat/tv741
台视新闻,http://23.94.14.225:8848/live.m3u8?c=9
民视新闻,http://23.94.14.225:8848/live.m3u8?c=2
三立新闻,http://23.94.14.225:8848/live.m3u8?c=3
中视新闻,http://23.94.14.225:8848/live.m3u8?c=8
公视新闻,http://23.94.14.225:8848/live.m3u8?c=13
TVBS新闻,http://23.94.14.225:8848/live.m3u8?c=1
三立 iNEWS,http://23.94.14.225:8848/live.m3u8?c=4
东森新闻,http://23.94.14.225:8848/live.m3u8?c=5
东森财经新闻,http://23.94.14.225:8848/live.m3u8?c=6
寰宇新闻,http://23.94.14.225:8848/live.m3u8?c=10
中天新闻,http://23.94.14.225:8848/live.m3u8?c=14
鏡新闻,http://23.94.14.225:8848/live.m3u8?c=11
华视新闻,http://194.87.101.118/live.m3u8?c=13
台视新闻,http://194.87.101.118/live.m3u8?c=4
中天亚洲,http://194.87.101.118/live.m3u8?c=3
TVBS新闻,http://194.87.101.118/live.m3u8?c=5
中视新闻,http://194.87.101.118/live.m3u8?c=6
中天新闻,http://194.87.101.118/live.m3u8?c=7
公视新闻,http://194.87.101.118/live.m3u8?c=8
鏡新闻,http://194.87.101.118/live.m3u8?c=10
民视新闻,http://194.87.101.118/live.m3u8?c=11
三立新闻,http://194.87.101.118/live.m3u8?c=12
东森财经新闻,http://194.87.101.118/live.m3u8?c=14
八大第一,http://61.221.215.25:8800/hls/55/index.m3u8
八大综合,http://61.221.215.25:8800/hls/56/index.m3u8
八大戏剧,http://61.221.215.25:8800/hls/39/index.m3u8
TVBS新闻,http://61.221.215.25:8800/hls/9/index.m3u8
中华小当家,http://61.221.215.25:8800/hls/40/index.m3u8
三立戏剧,http://61.221.215.25:8800/hls/41/index.m3u8
AMC电影台,http://61.221.215.25:8800/hls/43/index.m3u8
纬来精彩,http://61.221.215.25:8800/hls/48/index.m3u8
纬来体育,https://hls.szsummer.cn/live/446035/playlist.m3u8?k=32f9ec7c13e4b390289143a8e1b2a898&t=1840341130
探索亚洲,http://61.221.215.25:8800/hls/50/index.m3u8
动物星球,http://61.221.215.25:8800/hls/57/index.m3u8
NHK WORLD,http://61.221.215.25:8800/hls/51/index.m3u8
DW,http://61.221.215.25:8800/hls/1/index.m3u8
八大戏剧台HD,http://61.221.215.25:8800/hls/39/index.m3
凤凰资讯,http://61.221.215.25:8800/hls/47/index.m3u
49号,http://61.221.215.25:8800/hls/49/index.m3
华语电视,http://38.64.72.148:80/hls/modn/list/4002/chunklist0.m3u8
CNA,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8
大爱一台,https://pulltv1.wanfudaluye.com/live/tv1.m3u8
大爱二台,https://pulltv2.wanfudaluye.com/live/tv2.m3u8
GOOD卡通,https://dqhxk7sbp7xog.cloudfront.net/osmflivech45.m3u8
蕃薯台,http://61.216.67.119:1935/TWHG/E1/chunklist_w7058102.m3u8
番薯音乐,http://61.216.67.119:1935/TWHG/E1/chunklist_w705811302.m3u8
大立电视,http://www.dalitv.com.tw:4568/live/dali/index.m3u8
LOVENATURE 4K,https://d18dyiwu97wm6q.cloudfront.net/playlist2160p.m3u8
時尚台FTV,http://80.94.54.42/fashiontv/stream/playlist.m3u8
环球电视台,http://zb.xzxwhcb.com:9999/hls/world.m3u8
好消息綜合台,https://dqhxk7sbp7xog.cloudfront.net/hls-live/goodtv/_definst_/liveevent/live-ch1-2.m3u8
👉此处以下频道需要湾湾节点👈,https://cloud.lxweb.cn/f/08QDU0/3.MOV
动物世界 4K,https://d18dyiwu97wm6q.cloudfront.net/playlist2160p.m3u8
半岛新闻台,http://live-hls-web-aje.getaj.net/AJE/01.m3u8
东森超视,http://38.64.72.148:80/hls/modn/list/2013/chunklist1.m3u8
TVBS亚洲,http://38.64.72.148:80/hls/modn/list/4005/chunklist0.m3u8
东森美洲,http://38.64.72.148:80/hls/modn/list/2015/chunklist0.m3u8
台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist1.m3u8
民视新闻,http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8
东森美洲2,http://38.64.72.148:80/hls/modn/list/2015/chunklist1.m3u8
东森新闻,http://211.23.114.106:8510/http/61.221.81.94:8088/hls/71/813/ch44.m3u8
年代新闻,http://211.23.114.106:8517/http/60.251.39.91:8081/hls/67/809/ch27.m3u8
民视新闻,http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8
镜新闻,http://61.10.2.141/live_freedirect/freehd209_h.live/playlist.m3u8
韩国电影1,https://stream.ads.ottera.tv/playlist.m3u8?network_id=595
韩国电影2,https://stream.ads.ottera.tv/playlist.m3u8?network_id=743
韩国电影3,https://stream.ads.ottera.tv/playlist.m3u8?network_id=742
亚洲经典,http://goldfm.cn:8000/goldfm
亚洲新闻,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8
人間衛视,https://5ddce30eb4b55.streamlock.net/bltvhd/bltv1/playlist.m3u8
Arirang TV,https://amdlive-ch01-ctnd-com.akamaized.net/arirang_1ch/smil:arirang_1ch.smil/chunklist_b3256000_sleng.m3u8
靖宇综合,http://stream8.jlntv.cn/jytv/sd/live.m3u8
🦄湾湾频道「线路3」,#genre#
👉此处以下频道需要湾湾节点👈,https://cloud.lxweb.cn/f/08QDU0/3.MOV
台视台湾台,http://extraott.com:80/live/7921751389/6097373662/5502.m3u8
台视综合台,http://extraott.com:80/live/7921751389/6097373662/5500.m3u8
民视高清台,http://extraott.com:80/live/7921751389/6097373662/5530.m3u8
民视台湾台,http://extraott.com:80/live/7921751389/6097373662/5528.m3u8
三立都会,http://extraott.com:80/live/7921751389/6097373662/5506.m3u8
三立台湾,http://extraott.com:80/live/7921751389/6097373662/5505.m3u8
三立戏剧,http://extraott.com:80/live/7921751389/6097373662/5504.m3u8
三立综合,http://extraott.com:80/live/7921751389/6097373662/5503.m3u8
年代电视,http://extraott.com:80/live/7921751389/6097373662/5508.m3u8
中天亚洲台,http://extraott.com:80/live/7921751389/6097373662/5555.m3u8
TVBS N,http://extraott.com:80/live/7921751389/6097373662/5499.m3u8
TVBS,http://extraott.com:80/live/7921751389/6097373662/5496.m3u8
纬来日本,http://extraott.com:80/live/7921751389/6097373662/5495.m3u8
纬来精彩,http://extraott.com:80/live/7921751389/6097373662/5494.m3u8
纬来体育,http://extraott.com:80/live/7921751389/6097373662/5492.m3u8
纬来综合,http://extraott.com:80/live/7921751389/6097373662/5490.m3u8
纬来电视·,http://extraott.com:80/live/7921751389/6097373662/5491.m3u8
纬来电影,http://extraott.com:80/live/7921751389/6097373662/5493.m3u8
中天新闻,http://extraott.com:80/live/7921751389/6097373662/5553.m3u8
寰宇新闻,http://extraott.com:80/live/7921751389/6097373662/5523.m3u8
台视新闻,http://extraott.com:80/live/7921751389/6097373662/5501.m3u8
年代新闻,http://extraott.com:80/live/7921751389/6097373662/5509.m3u8
民视新闻,http://extraott.com:80/live/7921751389/6097373662/5529.m3u8
壹电视新闻,http://extraott.com:80/live/7921751389/6097373662/5532.m3u8
亚洲美食台,http://extraott.com:80/live/7921751389/6097373662/5566.m3u8
博斯高球1台,http://extraott.com:80/live/7921751389/6097373662/5560.m3u8
博斯高球2台,http://extraott.com:80/live/7921751389/6097373662/5559.m3u8
博斯体育1台,http://extraott.com:80/live/7921751389/6097373662/5558.m3u8
博斯体育2台,http://extraott.com:80/live/7921751389/6097373662/5557.m3u8
大爱2台,http://extraott.com:80/live/7921751389/6097373662/5548.m3u8
大爱1台,http://extraott.com:80/live/7921751389/6097373662/5547.m3u8
爱尔达戏剧,http://extraott.com:80/live/7921751389/6097373662/5546.m3u8
东森MOMO,http://extraott.com:80/live/7921751389/6097373662/5510.m3u8
壹电视旅游台,http://extraott.com:80/live/7921751389/6097373662/5533.m3u8
好电视2台,http://extraott.com:80/live/7921751389/6097373662/5527.m3u8
寰宇财经,http://extraott.com:80/live/7921751389/6097373662/5525.m3u8
龙华偶像,http://extraott.com:80/live/7921751389/6097373662/5518.m3u8
星卫电影,http://extraott.com:80/live/7921751389/6097373662/5488.m3u8
漫迪日本,http://extraott.com:80/live/7921751389/6097373662/5512.m3u8
龙华经典,http://extraott.com:80/live/7921751389/6097373662/5517.m3u8
靖天国际,http://extraott.com:80/live/7921751389/6097373662/5519.m3u8
YOYO TV,http://extraott.com:80/live/7921751389/6097373662/473533.m3u8
SKYLINK TELEVISION 2,http://extraott.com:80/live/7921751389/6097373662/473535.m3u8
SKYLINK TELEVISION,http://extraott.com:80/live/7921751389/6097373662/473536.m3u8
USTV,http://extraott.com:80/live/7921751389/6097373662/473537.m3u8
ET NEWS,http://extraott.com:80/live/7921751389/6097373662/473538.m3u8
ET FINANCIAL NEWS,http://extraott.com:80/live/7921751389/6097373662/473539.m3u8
ET DRAMA,http://extraott.com:80/live/7921751389/6097373662/473540.m3u8
SETI,http://extraott.com:80/live/7921751389/6097373662/473545.m3u8
FORMOSA TV,http://extraott.com:80/live/7921751389/6097373662/473546.m3u8
🦄湾湾频道「线路1」,#genre#
民视新闻,https://yt.caixina.link/live?url=https://www.youtube.com/watch?v=ylYJSBUgaMA
三立财经,https://yt.caixina.link/live?url=https://www.youtube.com/watch?v=CKjSm5ZeehE
东森财经,https://yt.caixina.link/live?url=https://www.youtube.com/watch?v=WHEPzbFA3hw
华视新闻,https://yt.caixina.link/live?url=https://www.youtube.com/watch?v=wM0g8EoUZ_E
中视新闻,https://yt.caixina.link/live?url=https://www.youtube.com/watch?v=TCnaIE_SAtM
台视新闻,https://yt.caixina.link/live?url=https://www.youtube.com/watch?v=xL0ch83RAK8
鏡新闻,https://yt.caixina.link/live?url=https://www.youtube.com/watch?v=5n0y6b0Q25o
东森财经,https://yt.caixina.link/live?url=https://www.youtube.com/watch?v=LbS-xQ67fos
东京新宿,https://yt.caixina.link/live?url=https://www.youtube.com/watch?v=DjdUEyjx8GM
中天新闻,https://yt.caixina.link/live?url=https://www.youtube.com/watch?v=oIgbl7t0S_w
鏡新闻,https://yt.caixina.link/live?url=https://www.youtube.com/watch?v=5n0y6b0Q25o
中天新闻,https://yt.caixina.link/live?url=https://www.youtube.com/watch?v=oIgbl7t0S_w
中天新闻,https://yt.caixina.link/live?url=https://www.youtube.com/live/oIgbl7t0S_w?feature=share
中天新闻2,https://yt.caixina.link/live?url=https://www.youtube.com/watch?v=WPfPjbOLNfE
三立live,https://yt.caixina.link/live?url=https://www.youtube.com/watch?v=FoBfXvlOR6I
三立inews,https://yt.caixina.link/live?url=https://www.youtube.com/watch?v=CKjSm5ZeehE
三立NEWS+,https://yt.caixina.link/live?url=https://www.youtube.com/watch?v=oZdzzvxTfUY
TVBS NEWS LIVE,https://yt.caixina.link/live?url=https://www.youtube.com/watch?v=m_dhMSvUCIc
民视新闻,https://yt.caixina.link/live?url=https://www.youtube.com/watch?v=ylYJSBUgaMA
华视新闻,https://yt.caixina.link/live?url=https://www.youtube.com/watch?v=wM0g8EoUZ_E
中视新闻,https://yt.caixina.link/live?url=https://www.youtube.com/watch?v=TCnaIE_SAtM
台视新闻,https://yt.caixina.link/live?url=https://www.youtube.com/watch?v=xL0ch83RAK8
东森财经,https://yt.caixina.link/live?url=https://www.youtube.com/watch?v=WHEPzbFA3hw
三立财经,https://yt.caixina.link/live?url=https://www.youtube.com/watch?v=CKjSm5ZeehE
NHK WORLD,https://yt.caixina.link/live?url=https://www.youtube.com/watch?v=f0lYkdA-Gtw
Euronews English,https://yt.caixina.link/live?url=https://www.youtube.com/watch?v=pykpO5kQJ98
ANN News,https://yt.caixina.link/live?url=https://www.youtube.com/watch?v=coYw-eVU0Ks
NBC NEW,https://yt.caixina.link/live?url=https://www.youtube.com/watch?v=0IUbD_4ytuo
东森财经,https://yt.caixina.link/live?url=https://www.youtube.com/watch?v=LbS-xQ67fos
东京新宿,https://yt.caixina.link/live?url=https://www.youtube.com/watch?v=DjdUEyjx8GM
台湾地震監视,https://yt.caixina.link/live?url=https://www.youtube.com/watch?v=Owke6Quk7T0
NG Slot,https://yt.caixina.link/live?url=https://www.youtube.com/watch?v=_L64ZgcIQzE
Rahdian,https://yt.caixina.link/live?url=https://www.youtube.com/watch?v=penFUa_GT2c
Q Wang,https://yt.caixina.link/live?url=https://www.youtube.com/watch?v=6vsLvXYts0A
내가수영TV,https://yt.caixina.link/live?url=https://www.youtube.com/watch?v=RMjTIWEwYn8
Abyss,https://yt.caixina.link/live?url=https://www.youtube.com/watch?v=dw0rPratObw
이회장,https://yt.caixina.link/live?url=https://www.youtube.com/watch?v=xJ7pQ5bseGg
瀬乃ここは -Seno Kokoha Ch.-,https://yt.caixina.link/live?url=https://www.youtube.com/watch?v=htlGyf5hXIo
ぶんぶん,https://yt.caixina.link/live?url=https://www.youtube.com/watch?v=SjkTMn622F8
しゅぁっち,https://yt.caixina.link/live?url=https://www.youtube.com/watch?v=K8jvyHknCug
灰流まりも,https://yt.caixina.link/live?url=https://www.youtube.com/watch?v=L9sOOvED8fc
ゆるりめぐ-Yururi Megu-,https://yt.caixina.link/live?url=https://www.youtube.com/watch?v=teu6g71fdhM
公视體育,https://yt.caixina.link/live?url=https://www.youtube.com/watch?v=NI1B_fwlz5Y
三立LIVE新闻,https://yt.caixina.link/live?url=https://www.youtube.com/watch?v=oZdzzvxTfUY
Lofi Girl,https://yt.caixina.link/live?url=https://www.youtube.com/watch?v=jfKfPfyJRdk
中天电视,https://yt.caixina.link/live?url=https://www.youtube.com/watch?v=oIgbl7t0S_w
Kaela Kovalskia Ch. hololive-ID,https://yt.caixina.link/live?url=https://www.youtube.com/watch?v=Bbd9ZotOWok
台视新闻 TTV NEWS,https://yt.caixina.link/live?url=https://www.youtube.com/watch?v=xL0ch83RAK8
民视新闻网,https://yt.caixina.link/live?url=https://www.youtube.com/watch?v=ylYJSBUgaMA
Relaxed Mind,https://yt.caixina.link/live?url=https://www.youtube.com/watch?v=vpCdR_L8kKk
TVBS NEWS,https://yt.caixina.link/live?url=https://www.youtube.com/watch?v=m_dhMSvUCIc
中天深喉嚨,https://yt.caixina.link/live?url=https://www.youtube.com/watch?v=WPfPjbOLNfE
三立iNEWS,https://yt.caixina.link/live?url=https://www.youtube.com/watch?v=CKjSm5ZeehE
On Rainy Days,https://yt.caixina.link/live?url=https://www.youtube.com/watch?v=Gn5VjWlu8vs
中视新闻 HD直播频道｜Taiwan CTV news HD Live,https://yt.caixina.link/live?url=https://www.youtube.com/watch?v=TCnaIE_SAtM
Sleepy Cat ,https://yt.caixina.link/live?url=https://www.youtube.com/watch?v=YLMhjMUx__M
The Good Life Radio x Sensual Musique,https://yt.caixina.link/live?url=https://www.youtube.com/watch?v=36YnV9STBqc
大愛电视 Tzu Chi DaAiVideo,https://yt.caixina.link/live?url=https://www.youtube.com/watch?v=MIqUplvSRWA
57东森财经新闻,https://yt.caixina.link/live?url=https://www.youtube.com/watch?v=WHEPzbFA3hw
Tim Janis,https://yt.caixina.link/live?url=https://www.youtube.com/watch?v=dXIyMS61B68
华视新闻 CH52,https://yt.caixina.link/live?url=https://www.youtube.com/watch?v=wM0g8EoUZ_E
Open Heart Music - Helios 4K,https://yt.caixina.link/live?url=https://www.youtube.com/watch?v=TAhHaHsDTkk
57东森财经新闻,https://yt.caixina.link/live?url=https://www.youtube.com/watch?v=LbS-xQ67fos
鏡新闻,https://yt.caixina.link/live?url=https://www.youtube.com/watch?v=5n0y6b0Q25o
Relaxing Jazz BGM,https://yt.caixina.link/live?url=https://www.youtube.com/watch?v=prIbo7VQmH0
martin oei,https://yt.caixina.link/live?url=https://www.youtube.com/watch?v=DUNzB2euyqg
公视新闻网,https://yt.caixina.link/live?url=https://www.youtube.com/watch?v=quwqlazU-c8
中视经典综艺,https://yt.caixina.link/live?url=https://www.youtube.com/watch?v=ADDSmXoPDY8
台视新闻 TTV NEWS,https://yt.caixina.link/live?url=https://www.youtube.com/watch?v=xL0ch83RAK8
大愛电视 Tzu Chi DaAiVideo,https://yt.caixina.link/live?url=https://www.youtube.com/watch?v=DTNkEm6jaqQ
中视新闻 HD直播频道｜Taiwan CTV news HD Live,https://yt.caixina.link/live?url=https://www.youtube.com/watch?v=TCnaIE_SAtM
华视新闻 CH52,https://yt.caixina.link/live?url=https://www.youtube.com/watch?v=wM0g8EoUZ_E
大愛电视 Tzu Chi DaAiVideo,https://yt.caixina.link/live?url=https://www.youtube.com/watch?v=MIqUplvSRWA
鏡新闻,https://yt.caixina.link/live?url=https://www.youtube.com/watch?v=5n0y6b0Q25o
57东森财经新闻,https://yt.caixina.link/live?url=https://www.youtube.com/watch?v=LbS-xQ67fos
三立iNEWS,https://yt.caixina.link/live?url=https://www.youtube.com/watch?v=CKjSm5ZeehE
中天深喉嚨,https://yt.caixina.link/live?url=https://www.youtube.com/watch?v=WPfPjbOLNfE
民视新闻网 Formosa TV News network,https://yt.caixina.link/live?url=https://www.youtube.com/watch?v=ylYJSBUgaMA
新唐人亞太电视台NTDAPTV,https://yt.caixina.link/live?url=https://www.youtube.com/watch?v=WIhgU_mc05A
57东森财经新闻,https://yt.caixina.link/live?url=https://www.youtube.com/watch?v=WHEPzbFA3hw
中天电视,https://yt.caixina.link/live?url=https://www.youtube.com/watch?v=oIgbl7t0S_w
国会频道,https://yt.caixina.link/live?url=https://www.youtube.com/watch?v=4HysYHJ6GkY
三立LIVE新闻,https://yt.caixina.link/live?url=https://www.youtube.com/watch?v=oZdzzvxTfUY
TVBS NEWS,https://yt.caixina.link/live?url=https://www.youtube.com/watch?v=m_dhMSvUCIc
公视新闻网,https://yt.caixina.link/live?url=https://www.youtube.com/watch?v=quwqlazU-c8
寰宇新闻 频道,https://yt.caixina.link/live?url=https://www.youtube.com/watch?v=6IquAgfvYmc
CTIASIA 中天亞洲台,https://yt.caixina.link/live?url=https://www.youtube.com/watch?v=s2waUruqze4
国会频道,https://yt.caixina.link/live?url=https://www.youtube.com/watch?v=Lj8OWF6nzcg
国会频道,https://yt.caixina.link/live?url=https://www.youtube.com/watch?v=IvAXtzx5cUI
国会频道,https://yt.caixina.link/live?url=https://www.youtube.com/watch?v=Af0TFVbxvAQ
国会频道,https://yt.caixina.link/live?url=https://www.youtube.com/watch?v=Qo9QwuCpV3s
国会频道,https://yt.caixina.link/live?url=https://www.youtube.com/watch?v=yUx5lB4mhZk
国会频道,https://yt.caixina.link/live?url=https://www.youtube.com/watch?v=tDg3bJFYLzI
寰宇新闻 频道,https://yt.caixina.link/live?url=https://www.youtube.com/watch?v=w87VGpgd90U
中视经典综艺,https://yt.caixina.link/live?url=https://www.youtube.com/watch?v=ADDSmXoPDY8
台湾地震監视,https://yt.caixina.link/live?url=https://www.youtube.com/watch?v=Owke6Quk7T0
Kitten Academy,https://yt.caixina.link/live?url=https://www.youtube.com/watch?v=R7vrbiDi0Tc
12K Scenic Relaxation,https://yt.caixina.link/live?url=https://www.youtube.com/watch?v=vQP8AwAFzI8
飢餓遊戲Hunger Games,https://yt.caixina.link/live?url=https://www.youtube.com/watch?v=A98LJq71BZg
华视综艺频道,https://yt.caixina.link/live?url=https://www.youtube.com/watch?v=IsFtLpSuf_g
Eight FM,https://yt.caixina.link/live?url=https://www.youtube.com/watch?v=o1ipHJUfFTM
大陸尋奇,https://yt.caixina.link/live?url=https://www.youtube.com/watch?v=fl1iFkAWcVU
中视经典戏剧,https://yt.caixina.link/live?url=https://www.youtube.com/watch?v=jkF7cseHZ5s
🦄湾湾频道「线路4」,#genre#
台视,http://www.sv6-douyin-cloudfare.cloudns.ch/4gtv.php?key=7cf3d5ebf95f092bf6e4c2667458fa59&id=4gtv-4gtv066
民视,http://www.sv6-douyin-cloudfare.cloudns.ch/4gtv.php?key=7cf3d5ebf95f092bf6e4c2667458fa59&id=4gtv-4gtv002
民视,,http://www.sv6-douyin-cloudfare.cloudns.ch/4gtv.php?key=7cf3d5ebf95f092bf6e4c2667458fa59&id=4gtv-4gtv155
中视,http://www.sv6-douyin-cloudfare.cloudns.ch/4gtv.php?key=7cf3d5ebf95f092bf6e4c2667458fa59&id=4gtv-4gtv040
华视,http://www.sv6-douyin-cloudfare.cloudns.ch/4gtv.php?key=7cf3d5ebf95f092bf6e4c2667458fa59&id=4gtv-4gtv041
民视台湾台,http://www.sv6-douyin-cloudfare.cloudns.ch/4gtv.php?key=7cf3d5ebf95f092bf6e4c2667458fa59&id=4gtv-4gtv156
民视台湾台,http://www.sv6-douyin-cloudfare.cloudns.ch/4gtv.php?key=7cf3d5ebf95f092bf6e4c2667458fa59&id=4gtv-4gtv001
民视第一台,http://www.sv6-douyin-cloudfare.cloudns.ch/4gtv.php?key=7cf3d5ebf95f092bf6e4c2667458fa59&id=4gtv-4gtv003
TVBS HD,http://www.sv6-douyin-cloudfare.cloudns.ch/4gtv.php?key=7cf3d5ebf95f092bf6e4c2667458fa59&id=4gtv-4gtv073
TVBS新闻台,http://www.sv6-douyin-cloudfare.cloudns.ch/4gtv.php?key=7cf3d5ebf95f092bf6e4c2667458fa59&id=4gtv-4gtv072
中天新闻,http://www.sv6-douyin-cloudfare.cloudns.ch/4gtv.php?key=7cf3d5ebf95f092bf6e4c2667458fa59&id=4gtv-4gtv009
中天亚洲台,http://www.sv6-douyin-cloudfare.cloudns.ch/4gtv.php?key=7cf3d5ebf95f092bf6e4c2667458fa59&id=4gtv-4gtv109
台视新闻,http://www.sv6-douyin-cloudfare.cloudns.ch/4gtv.php?key=7cf3d5ebf95f092bf6e4c2667458fa59&id=4gtv-4gtv051
华视新闻,http://www.sv6-douyin-cloudfare.cloudns.ch/4gtv.php?key=7cf3d5ebf95f092bf6e4c2667458fa59&id=4gtv-4gtv052
台视财经,http://www.sv6-douyin-cloudfare.cloudns.ch/4gtv.php?key=7cf3d5ebf95f092bf6e4c2667458fa59&id=4gtv-4gtv056
中视新闻,http://www.sv6-douyin-cloudfare.cloudns.ch/4gtv.php?key=7cf3d5ebf95f092bf6e4c2667458fa59&id=4gtv-4gtv074
非凡新闻,http://www.sv6-douyin-cloudfare.cloudns.ch/4gtv.php?key=7cf3d5ebf95f092bf6e4c2667458fa59&id=4gtv-4gtv010
镜新闻,http://www.sv6-douyin-cloudfare.cloudns.ch/4gtv.php?key=7cf3d5ebf95f092bf6e4c2667458fa59&id=4gtv-4gtv075
东森新闻,http://www.sv6-douyin-cloudfare.cloudns.ch/4gtv.php?key=7cf3d5ebf95f092bf6e4c2667458fa59&id=4gtv-4gtv152
东森财经新闻,http://www.sv6-douyin-cloudfare.cloudns.ch/4gtv.php?key=7cf3d5ebf95f092bf6e4c2667458fa59&id=4gtv-4gtv153
半岛新闻,http://www.sv6-douyin-cloudfare.cloudns.ch/4gtv.php?key=7cf3d5ebf95f092bf6e4c2667458fa59&id=litv-ftv10
民视新闻台,http://www.sv6-douyin-cloudfare.cloudns.ch/4gtv.php?key=7cf3d5ebf95f092bf6e4c2667458fa59&id=litv-ftv13
寰宇新闻台,http://www.sv6-douyin-cloudfare.cloudns.ch/4gtv.php?key=7cf3d5ebf95f092bf6e4c2667458fa59&id=litv-longturn14
寰宇新闻台湾台,http://www.sv6-douyin-cloudfare.cloudns.ch/4gtv.php?key=7cf3d5ebf95f092bf6e4c2667458fa59&id=litv-longturn15
影迷數位电影台,http://www.sv6-douyin-cloudfare.cloudns.ch/4gtv.php?key=7cf3d5ebf95f092bf6e4c2667458fa59&id=4gtv-4gtv011
AMC电影台,http://www.sv6-douyin-cloudfare.cloudns.ch/4gtv.php?key=7cf3d5ebf95f092bf6e4c2667458fa59&id=4gtv-4gtv017
CATCHPLAY电影台,http://www.sv6-douyin-cloudfare.cloudns.ch/4gtv.php?key=7cf3d5ebf95f092bf6e4c2667458fa59&id=4gtv-4gtv076
靖天电影台,http://www.sv6-douyin-cloudfare.cloudns.ch/4gtv.php?key=7cf3d5ebf95f092bf6e4c2667458fa59&id=4gtv-4gtv061
